date;fund_name;fund_ccy;vep;aum;units_est;eur_rsd_nbs;vep_rsd;aum_rsd
2026-03-22;Eclectica RSD Cash UCITS Fund;RSD;1009.68147;179587115.11;177865.11929351345;;1009.68147;179587115.11
2026-03-22;Eclectica Euro Cash UCITS Fund;EUR;10.05835;1482008.75;147341.13945130166;117.0845;1177.67688;173520253.49
